time,open,high,low,close,volume
2026-06-22 16:46:00,95.9,96.85,94.85,95.85,1000
2026-06-22 16:47:00,95.87,96.82,94.82,95.82,1000
2026-06-22 16:48:00,95.84,96.79,94.79,95.79,1000
2026-06-22 16:49:00,95.81,96.76,94.76,95.76,1000
2026-06-22 16:50:00,95.77,96.72,94.72,95.72,1000
2026-06-22 16:51:00,95.74,96.69,94.69,95.69,1000
2026-06-22 16:52:00,95.71,96.66,94.66,95.66,1000
2026-06-22 16:53:00,95.68,96.63,94.63,95.63,1000
2026-06-22 16:54:00,95.65,96.6,94.6,95.6,1000
2026-06-22 16:55:00,95.62,96.57,94.57,95.57,1000
2026-06-22 16:56:00,95.59,96.54,94.54,95.54,1000
2026-06-22 16:57:00,95.55,96.5,94.5,95.5,1000
2026-06-22 16:58:00,95.52,96.47,94.47,95.47,1000
2026-06-22 16:59:00,95.49,96.44,94.44,95.44,1000
2026-06-22 17:00:00,95.46,96.41,94.41,95.41,1000
2026-06-22 17:01:00,95.43,96.38,94.38,95.38,1000
2026-06-22 17:02:00,95.4,96.35,94.35,95.35,1000
2026-06-22 17:03:00,95.37,96.32,94.32,95.32,1000
2026-06-22 17:04:00,95.33,96.28,94.28,95.28,1000
2026-06-22 17:05:00,95.3,96.25,94.25,95.25,1000
2026-06-22 17:06:00,95.27,96.22,94.22,95.22,1000
2026-06-22 17:07:00,95.24,96.19,94.19,95.19,1000
2026-06-22 17:08:00,95.21,96.16,94.16,95.16,1000
2026-06-22 17:09:00,95.18,96.13,94.13,95.13,1000
2026-06-22 17:10:00,95.15,96.1,94.1,95.1,1000
2026-06-22 17:11:00,95.11,96.06,94.06,95.06,1000
2026-06-22 17:12:00,95.08,96.03,94.03,95.03,1000
2026-06-22 17:13:00,95.05,96.0,94.0,95.0,1000
2026-06-22 17:14:00,95.02,95.97,94,94.97,1000
2026-06-22 17:15:00,94.99,95.94,94,94.94,1000
2026-06-22 17:16:00,94.96,95.91,94,94.91,1000
2026-06-22 17:17:00,94.93,95.88,94,94.88,1000
2026-06-22 17:18:00,94.9,95.85,94,94.85,1000
2026-06-22 17:19:00,94.86,95.81,94,94.81,1000
2026-06-22 17:20:00,94.83,95.78,94,94.78,1000
2026-06-22 17:21:00,94.8,95.75,94,94.75,1000
2026-06-22 17:22:00,94.77,95.72,94,94.72,1000
2026-06-22 17:23:00,94.74,95.69,94,94.69,1000
2026-06-22 17:24:00,94.71,95.66,94,94.66,1000
2026-06-22 17:25:00,94.68,95.63,94,94.63,1000
2026-06-22 17:26:00,94.64,95.59,94,94.59,1000
2026-06-22 17:27:00,94.61,95.56,94,94.56,1000
2026-06-22 17:28:00,94.58,95.53,94,94.53,1000
2026-06-22 17:29:00,94.55,95.5,94,94.5,1000
2026-06-23 09:30:00,92,92,90,92,1000
2026-06-23 09:31:00,94.5,109,106,108.5,1000
